'Page Number,'Type,'Text,'Confidence Score % (Line),
"'1","'LINE","'+90UC+","'25.70192719"
"'1","'LINE","'ФЕЛЬС","'22.76108170"
"'1","'LINE","'MINISTRY OF EDUCATION","'95.22288513"
"'1","'LINE","'FEDERAL DEMOCRATIC","'99.93083954"
"'1","'LINE","'Physics Student Textbook - Grade 9","'96.76551819"
"'1","'LINE","'Physics","'99.93083954"
"'1","'LINE","'REPUBLIC OF ETHIOPIA","'99.97694397"
"'1","'LINE","'MINISTRY OF EDUCATION","'99.89397430"
"'1","'LINE","'Student Textbook","'99.93532562"
"'1","'LINE","'Grade 9","'99.02024841"
"'1","'LINE","'Vcs","'45.32585526"
"'1","'LINE","'c","'74.14540863"
"'1","'LINE","'h","'95.06676483"
"'1","'LINE","'S","'97.09681702"
"'1","'LINE","'m","'98.35618591"
"'1","'LINE","'kg","'96.13281250"
"'1","'LINE","'+90UC+","'27.81070709"
"'1","'LINE","'A","'90.74358368"
"'1","'LINE","'mol","'97.74334717"
"'1","'LINE","'e","'96.74485779"
"'1","'LINE","'NA","'97.85555267"
"'1","'LINE","'MINISTRY OF EDUCATION","'93.74488831"
"'1","'LINE","'K","'52.69869995"
"'1","'LINE","'cd","'98.83549500"
"'1","'LINE","'FEDERAL DEMOCRATIC","'99.94020844"
"'1","'LINE","'ISBN 978-99990-0-032-1","'96.93329620"
"'1","'LINE","'kB","'64.68271637"
"'1","'LINE","'Kcd","'94.72118378"
"'1","'LINE","'REPUBLIC OF ETHIOPIA","'99.96040344"
"'1","'LINE","'MINISTRY OF EDUCATION","'99.98697662"
"'1","'LINE","'9 789999000321>","'87.43303680"
"'2","'LINE","'Take Good Care of","'98.27910614"
"'2","'LINE","'This Textbook","'99.85560608"
"'2","'LINE","'Physics","'95.38105774"
"'2","'LINE","'Gradent","'33.29739380"
"'2","'LINE","'This textbook is the property of your school.","'99.98403168"
"'2","'LINE","'Take good care not to damage or lose it.","'99.97712708"
"'2","'LINE","'Here are 10 ideas to help take care of the book:","'99.98572540"
"'2","'LINE","'1. Cover the book with protective material, such as plastic, old","'99.97211456"
"'2","'LINE","'newspapers or magazines.","'99.95715332"
"'2","'LINE","'2. Always keep the book in a clean dry place.","'99.95956421"
"'2","'LINE","'3. Be sure your hands are clean when you use the book.","'99.93797302"
