'Page Number,'Type,'Text,'Confidence Score % (Line),
"'1","'LINE","'Biology","'100.00000000"
"'1","'LINE","'Biology","'99.44335938"
"'1","'LINE","'Biology","'100.00000000"
"'1","'LINE","'Student Textbook","'100.00000000"
"'1","'LINE","'Student Textbook","'100.00000000"
"'1","'LINE","'Grade 9","'99.94548798"
"'1","'LINE","'Student Textbook","'99.85759735"
"'1","'LINE","'Grade 9","'99.90642548"
"'1","'LINE","'6 Grade","'85.86455536"
"'1","'LINE","'Sooool","'14.82142830"
"'1","'LINE","'SOUC+","'10.29017830"
"'1","'LINE","'CREAM","'10.23447418"
"'1","'LINE","'Federal Democratic Republic of Ethiopia","'99.99804688"
"'1","'LINE","'ISBN 978-99990-0-008-6","'91.79618073"
"'1","'LINE","'FDRE","'99.75347137"
"'1","'LINE","'Federal Democratic Republic of Ethiopia","'99.98210144"
"'1","'LINE","'HASININ EDUCATION ARLSINIM","'43.95149231"
"'1","'LINE","'Ministry of Education","'99.99674225"
"'1","'LINE","'MOE","'88.63580322"
"'1","'LINE","'ANLSINIM","'22.72759819"
"'1","'LINE","'ALSININ","'10.84044170"
"'1","'LINE","'EDUCATION","'91.31158447"
"'1","'LINE","'CATTIN","'21.77285957"
"'1","'LINE","'Ministry of Education","'99.99023438"
"'1","'LINE","'9","'92.04938507"
"'1","'LINE","'""789999""000086"">","'18.57770729"
"'2","'LINE","'Take Good Care of","'99.90358734"
"'2","'LINE","'This Textbook","'99.41346741"
"'2","'LINE","'*","'17.87238884"
"'2","'LINE","'Student Biology Textbook","'94.06269836"
"'2","'LINE","'This textbook is the property of your school.","'99.96897888"
"'2","'LINE","'Grade","'93.46061707"
"'2","'LINE","'Take good care not to damage or lose it.","'99.97703552"
"'2","'LINE","'Here are 10 ideas to help take care of the book:","'99.76734161"
"'2","'LINE","'I.","'61.82975769"
"'2","'LINE","'Cover the book with protective material, such as plastic,","'99.99674225"
"'2","'LINE","'old newspapers or magazines.","'99.98027039"
"'2","'LINE","'2.","'99.97070313"
"'2","'LINE","'Always keep the book in a clear dry place.","'99.87300110"
"'2","'LINE","'3.","'99.17350769"
"'2","'LINE","'Be sure your hands are clearn when you use the book.","'99.97026825"
"'2","'LINE","'4.","'99.99023438"
"'2","'LINE","'Do not write on the cover or inside pages.","'99.96474457"
"'2","'LINE","'5.","'99.91131592"
"'2","'LINE","'Use a piece of paper or cardboard as a bookmark.","'99.72357178"
"'2","'LINE","'6.","'99.97070313"
"'2","'LINE","'Never tear or cut out any picture or pages.","'99.94585419"
"'2","'LINE","'7.","'99.91131592"
"'2","'LINE","'Repair any torn pages with paste or tape.","'99.98027039"
"'2","'LINE","'8.","'100.00000000"
"'2","'LINE","'Pack the book carefully when you pleace it in your","'99.98828125"
"'2","'LINE","'school bag.","'99.98535156"
"'2","'LINE","'9.","'99.87145233"
"'2","'LINE","'Handle the book with care when passing it to another","'99.99414063"
"'2","'LINE","'person.","'99.99023438"
"'2","'LINE","'10.","'99.17510223"
"'2","'LINE","'When using a new book for the first time, lay it on its","'99.82716370"
"'2","'LINE","'back. Open only a few pages at a time. Press lightly along","'99.59942627"
"'2","'LINE","'the bound edge as you turn the pages. This will keep the","'99.99918365"
"'2","'LINE","'cover in good condition.","'99.96786499"
"'4","'LINE","'Biology","'99.99023438"
"'4","'LINE","'Student Textbook","'99.95525360"
"'4","'LINE","'Grade 9","'99.95525360"
"'4","'LINE","'Writers:","'99.80069733"
"'4","'LINE","'Zufan Bedewi, Ph.D.","'99.76050568"
"'4","'LINE","'Zelalem G/mariam, Ph.D.","'99.54952240"
"'4","'LINE","'Editors:","'100.00000000"
"'4","'LINE","'Kedir Woliy, Ph.D. (Content Editor)","'99.56298065"
"'4","'LINE","'Girma Moti, MA (Curriculum Editor)","'99.35443115"
"'4","'LINE","'Temesgen Daniel, Ph.D. (Language Editor)","'99.56524658"
"'4","'LINE","'Illustrator:","'98.48533630"
"'4","'LINE","'Simachew Ayenew, MSc","'99.88745880"
"'4","'LINE","'Designer:","'100.00000000"
"'4","'LINE","'Tesfamichael Getu, Ph.D.","'99.67534637"
"'4","'LINE","'Evaluators:","'99.80069733"
"'4","'LINE","'Berhanu Tesfaye, MA, MEd","'97.12786102"
"'4","'LINE","'GebreHana Zeleke, MSc","'99.71115112"
"'4","'LINE","'REFULL","'7.28047276"
"'4","'LINE","'UPA","'82.12193298"
"'4","'LINE","'FLACAT","'24.67773438"
"'4","'LINE","'AUASININ","'34.59362793"
"'4","'LINE","'EDUCATION","'95.44961548"
"'4","'LINE","'SHAWASSA UNIVERSITY","'65.99933624"
"'4","'LINE","'FDRE Ministry of Education","'99.96786499"
"'4","'LINE","'Hawassa University","'99.96054077"
"'5","'LINE","'First Published August 2023 by the Federal Democratic Republic of Ethiopia, Ministry of Education, under the General Education","'99.91525269"
"'5","'LINE","'Quality Improvement Program for Equity (GEQIP-E) supported by the World Bank, UK's Department for International Develop-","'99.92235565"
"'5","'LINE","'ment/ DFID-now merged with the Foreign, Common wealth and Development Office/FCDO, Finland Ministry for Foreign Affairs,","'99.41271210"
"'5","'LINE","'the Royal Norwegian Embassy, United Nations Children's Fund/UNICEF), the Global Partnership for Education (GPE), and Danish","'99.86326599"
"'5","'LINE","'Ministry of Foreign Affairs, through a Multi Donor Trust Fund.","'99.81662750"
