'Page Number,'Type,'Text,'Confidence Score % (Line),
"'1","'LINE","'Biology","'100.00000000"
"'1","'LINE","'Biology","'100.00000000"
"'1","'LINE","'Student Textbook","'100.00000000"
"'1","'LINE","'Biology","'99.48242188"
"'1","'LINE","'Student Textbook","'100.00000000"
"'1","'LINE","'Grade 10","'99.61644745"
"'1","'LINE","'Grade 10","'99.73154449"
"'1","'LINE","'Student Textbook","'99.78475952"
"'1","'LINE","'Grade 10","'99.50972748"
"'1","'LINE","'ISBN 978-99990-0-009-3","'97.92460632"
"'1","'LINE","'9 789999000093>","'92.11634827"
"'1","'LINE","'+ go uc+","'16.79856873"
"'1","'LINE","'CREAM","'13.00113678"
"'1","'LINE","'Federal Democratic Republic of Ethiopia","'99.99804688"
"'1","'LINE","'FDRE","'99.91210938"
"'1","'LINE","'Federal Democratic Republic of Ethiopia","'99.99804688"
"'1","'LINE","'MINISTRY OF EDUCATION HOLE","'74.59390259"
"'1","'LINE","'Ministry of Education","'100.00000000"
"'1","'LINE","'MOE","'83.72908020"
"'1","'LINE","'ISININ EDUCATION CATION ABISINIM","'56.87980652"
"'1","'LINE","'Ministry of Education","'100.00000000"
"'2","'LINE","'Take Good Care of","'99.92067719"
"'2","'LINE","'This Textbook","'99.50703430"
"'2","'LINE","'This textbook is the property of your school.","'99.98637390"
"'2","'LINE","'Take good care not to damage or lose it.","'99.98037720"
"'2","'LINE","'Here are 10 ideas to help take care of the book:","'99.77384949"
"'2","'LINE","'I.","'77.77682495"
"'2","'LINE","'Cover the book with protective material, such as plastic,","'99.97243500"
"'2","'LINE","'old newspapers or magazines.","'99.95789337"
"'2","'LINE","'2.","'99.97070313"
"'2","'LINE","'Always keep the book in a clear dry place.","'99.91838074"
"'2","'LINE","'3.","'99.75107574"
"'2","'LINE","'Be sure your hands are clearn when you use the book.","'99.96575928"
"'2","'LINE","'4.","'99.97070313"
"'2","'LINE","'Do not write on the cover or inside pages.","'99.95489502"
"'2","'LINE","'5.","'99.97070313"
"'2","'LINE","'Use a piece of paper or cardboard as a bookmark.","'99.62612152"
"'2","'LINE","'6.","'99.97070313"
"'2","'LINE","'Never tear or cut out any picture or pages.","'99.93500519"
"'2","'LINE","'7.","'99.92107391"
"'2","'LINE","'Repair any torn pages with paste or tape.","'99.97284698"
"'2","'LINE","'8.","'99.99023438"
"'2","'LINE","'Pack the book carefully when you pleace it in your","'99.98128510"
